"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","29990","ONEVIEW-834: Verify fixed cards remain unaffected during Save and Restore operations @regression","chromium","Mon May 18 11:51:38 IST 2026","passed","Mon May 18 11:52:08 IST 2026","Phase-2 > Preferred Layout UI > Regression - Preferred Layout UI","regressionPhase-2\PreferredLayout.spec.js","",""
"","17080","ONEVIEW-765: Verify Add Cards option visibility in Edit Mode only @regression","chromium","Mon May 18 11:43:19 IST 2026","passed","Mon May 18 11:43:36 IST 2026","Phase-2 > Add Cards > Add Cards - Regression @regression","regressionPhase-2\AddCards.spec.js","",""
"","14654","ONEVIEW-768: Verify card selection panel is scrollable @regression","chromium","Mon May 18 11:43:54 IST 2026","passed","Mon May 18 11:44:09 IST 2026","Phase-2 > Add Cards > Add Cards - Regression @regression","regressionPhase-2\AddCards.spec.js","",""
"","21935","ONEVIEW-858: Verify cards selected in Edit Mode appear on real dashboard after Save @regression","chromium","Mon May 18 11:52:00 IST 2026","passed","Mon May 18 11:52:22 IST 2026","Phase-2 > Preferred Layout UI > Regression - Preferred Layout UI","regressionPhase-2\PreferredLayout.spec.js","",""
"","18678","ONEVIEW-726: Verify typography and color consistency in Edit Mode @regression","chromium","Mon May 18 11:48:10 IST 2026","passed","Mon May 18 11:48:29 IST 2026","Phase-2 > Edit Layout > Edit Layout - Regression @regression","regressionPhase-2\EditLayout.spec.js","",""
"","16637","ONEVIEW-718: Verify Restore Layout dropdown UI styling @regression","chromium","Mon May 18 11:47:37 IST 2026","passed","Mon May 18 11:47:54 IST 2026","Phase-2 > Edit Layout > Edit Layout - Regression @regression","regressionPhase-2\EditLayout.spec.js","",""
"","21797","ONEVIEW-816: Verify layout is saved as Preferred Layout on confirmation @regression","chromium","Mon May 18 11:49:57 IST 2026","passed","Mon May 18 11:50:18 IST 2026","Phase-2 > Preferred Layout UI > Regression - Preferred Layout UI","regressionPhase-2\PreferredLayout.spec.js","",""
"","21693","ONEVIEW-786: Verify Remove button visibility for already-added cards @regression","chromium","Mon May 18 11:52:20 IST 2026","passed","Mon May 18 11:52:42 IST 2026","Phase-2 > Remove Cards > Remove Cards - Regression @regression","regressionPhase-2\RemoveCards.spec.js","",""
"","18638","ONEVIEW-805: Verify Save button is visible in Edit Mode @smoke","smoke","Mon May 18 11:42:14 IST 2026","passed","Mon May 18 11:42:33 IST 2026","Phase-2 > Preferred Layout UI > Smoke - Preferred Layout UI","smokePhase-2\PreferredLayout.spec.js","",""
"","20743","ONEVIEW-734: Verify Restore Default Layout confirmation popup exact content @regression","chromium","Mon May 18 11:48:45 IST 2026","passed","Mon May 18 11:49:06 IST 2026","Phase-2 > Edit Layout > Edit Layout - Regression @regression","regressionPhase-2\EditLayout.spec.js","",""
"","17443","ONEVIEW-729: Verify Edit Mode info banner exact content and close action @regression","chromium","Mon May 18 11:48:27 IST 2026","passed","Mon May 18 11:48:45 IST 2026","Phase-2 > Edit Layout > Edit Layout - Regression @regression","regressionPhase-2\EditLayout.spec.js","",""
"","18704","ONEVIEW-857: Verify 70/30 two-column layout selection and column structure @regression","chromium","Mon May 18 11:49:37 IST 2026","passed","Mon May 18 11:49:56 IST 2026","Phase-2 > Edit Layout > Edit Layout - Regression @regression","regressionPhase-2\EditLayout.spec.js","",""
"","15988","ONEVIEW-770: Verify all configurable cards are listed in the panel @regression","chromium","Mon May 18 11:43:53 IST 2026","passed","Mon May 18 11:44:09 IST 2026","Phase-2 > Add Cards > Add Cards - Regression @regression","regressionPhase-2\AddCards.spec.js","",""
"","26563","ONEVIEW-837: Verify confirmation prompts are closable via close (×) icon for all modals @regression","chromium","Mon May 18 11:51:59 IST 2026","passed","Mon May 18 11:52:25 IST 2026","Phase-2 > Preferred Layout UI > Regression - Preferred Layout UI","regressionPhase-2\PreferredLayout.spec.js","",""
"","17696","ONEVIEW-845: Verify Save and Cancel buttons appear in Edit Mode @smoke","smoke","Mon May 18 11:42:55 IST 2026","passed","Mon May 18 11:43:13 IST 2026","Phase-2 > Edit Layout > Smoke - Edit Layout","smokePhase-2\EditLayout.spec.js","",""
"","1263","ONEVIEW-841: Verify drag-and-drop card order persists after Save @regression","chromium","Mon May 18 11:45:32 IST 2026","skipped","Mon May 18 11:45:33 IST 2026","Phase-2 > Drag & Drop > Drag & Drop - Regression @regression","regressionPhase-2\DragAndDrop.spec.js","",""
"","17290","ONEVIEW-739: Verify Restore Layout dropdown chevron and position @regression","chromium","Mon May 18 11:49:06 IST 2026","passed","Mon May 18 11:49:23 IST 2026","Phase-2 > Edit Layout > Edit Layout - Regression @regression","regressionPhase-2\EditLayout.spec.js","",""
"","31218","ONEVIEW-826: Verify Preferred Layout is restored on Restore Preferred confirmation @regression","chromium","Mon May 18 11:50:42 IST 2026","passed","Mon May 18 11:51:13 IST 2026","Phase-2 > Preferred Layout UI > Regression - Preferred Layout UI","regressionPhase-2\PreferredLayout.spec.js","",""
"","33197","ONEVIEW-825: Verify Restore Preferred Layout confirmation popup content @regression","chromium","Mon May 18 11:50:39 IST 2026","passed","Mon May 18 11:51:12 IST 2026","Phase-2 > Preferred Layout UI > Regression - Preferred Layout UI","regressionPhase-2\PreferredLayout.spec.js","",""
"","22058","ONEVIEW-790: Verify Remove button changes back to Add after removal @regression","chromium","Mon May 18 11:52:40 IST 2026","passed","Mon May 18 11:53:02 IST 2026","Phase-2 > Remove Cards > Remove Cards - Regression @regression","regressionPhase-2\RemoveCards.spec.js","",""
"","18117","ONEVIEW-750: Verify cards are displayed in alphabetical order @regression","chromium","Mon May 18 11:45:50 IST 2026","passed","Mon May 18 11:46:08 IST 2026","Phase-2 > Drawer Component > Drawer Component - Regression @regression","regressionPhase-2\DrawerComponent.spec.js","",""
"","19168","ONEVIEW-736: Verify Update Preferred Layout confirmation popup with warning note @regression","chromium","Mon May 18 11:49:00 IST 2026","passed","Mon May 18 11:49:19 IST 2026","Phase-2 > Edit Layout > Edit Layout - Regression @regression","regressionPhase-2\EditLayout.spec.js","",""
"","16467","ONEVIEW-756: Verify drawer is scrollable when content exceeds viewport @regression","chromium","Mon May 18 11:46:25 IST 2026","passed","Mon May 18 11:46:42 IST 2026","Phase-2 > Drawer Component > Drawer Component - Regression @regression","regressionPhase-2\DrawerComponent.spec.js","",""
"","16291","ONEVIEW-745: Verify Card Selection Drawer opens on Add Cards click @regression","chromium","Mon May 18 11:45:33 IST 2026","passed","Mon May 18 11:45:50 IST 2026","Phase-2 > Drawer Component > Drawer Component - Regression @regression","regressionPhase-2\DrawerComponent.spec.js","",""
"","17906","ONEVIEW-815: Verify Update Preferred Layout confirmation popup content @regression","chromium","Mon May 18 11:49:41 IST 2026","passed","Mon May 18 11:49:59 IST 2026","Phase-2 > Preferred Layout UI > Regression - Preferred Layout UI","regressionPhase-2\PreferredLayout.spec.js","",""
"","18280","ONEVIEW-751: Verify Add button styling for cards not yet added @regression","chromium","Mon May 18 11:46:05 IST 2026","passed","Mon May 18 11:46:24 IST 2026","Phase-2 > Drawer Component > Drawer Component - Regression @regression","regressionPhase-2\DrawerComponent.spec.js","",""
"","20745","ONEVIEW-844: Verify all 5 layout toggle icons are visible in Edit Mode @smoke","smoke","Mon May 18 11:42:34 IST 2026","passed","Mon May 18 11:42:55 IST 2026","Phase-2 > Edit Layout > Smoke - Edit Layout","smokePhase-2\EditLayout.spec.js","",""
"","16928","ONEVIEW-747: Verify search bar display in Card Selection Drawer @regression","chromium","Mon May 18 11:45:49 IST 2026","passed","Mon May 18 11:46:05 IST 2026","Phase-2 > Drawer Component > Drawer Component - Regression @regression","regressionPhase-2\DrawerComponent.spec.js","",""
"","15258","ONEVIEW-721: Verify fixed cards visual treatment in Edit Mode @regression","chromium","Mon May 18 11:47:54 IST 2026","passed","Mon May 18 11:48:09 IST 2026","Phase-2 > Edit Layout > Edit Layout - Regression @regression","regressionPhase-2\EditLayout.spec.js","",""
"","15375","ONEVIEW-744: Verify Add Cards button visibility in Edit Mode @regression","chromium","Mon May 18 11:45:33 IST 2026","passed","Mon May 18 11:45:48 IST 2026","Phase-2 > Drawer Component > Drawer Component - Regression @regression","regressionPhase-2\DrawerComponent.spec.js","",""
"","25823","ONEVIEW-821: Verify Restore Layout dropdown shows only Preferred Layout when Default Layout is active @regression","chromium","Mon May 18 11:50:16 IST 2026","passed","Mon May 18 11:50:42 IST 2026","Phase-2 > Preferred Layout UI > Regression - Preferred Layout UI","regressionPhase-2\PreferredLayout.spec.js","",""
"","18428","ONEVIEW-812: Verify Cancel on Save confirmation does not save layout @smoke","smoke","Mon May 18 11:44:27 IST 2026","passed","Mon May 18 11:44:45 IST 2026","Phase-2 > Preferred Layout UI > Smoke - Preferred Layout UI","smokePhase-2\PreferredLayout.spec.js","",""
"","19488","ONEVIEW-742: Verify Add Cards drawer close behavior @regression","chromium","Mon May 18 11:49:21 IST 2026","passed","Mon May 18 11:49:40 IST 2026","Phase-2 > Edit Layout > Edit Layout - Regression @regression","regressionPhase-2\EditLayout.spec.js","",""
"","28126","ONEVIEW-817: Verify existing Preferred Layout is overwritten on Save @regression","chromium","Mon May 18 11:49:59 IST 2026","passed","Mon May 18 11:50:27 IST 2026","Phase-2 > Preferred Layout UI > Regression - Preferred Layout UI","regressionPhase-2\PreferredLayout.spec.js","",""
"","14890","ONEVIEW-763: Verify drawer typography and color consistency @regression","chromium","Mon May 18 11:46:54 IST 2026","passed","Mon May 18 11:47:08 IST 2026","Phase-2 > Drawer Component > Drawer Component - Regression @regression","regressionPhase-2\DrawerComponent.spec.js","",""
"","14449","ONEVIEW-710: Verify Edit Mode banner styling and placement @regression","chromium","Mon May 18 11:47:09 IST 2026","passed","Mon May 18 11:47:23 IST 2026","Phase-2 > Edit Layout > Edit Layout - Regression @regression","regressionPhase-2\EditLayout.spec.js","",""
"","21497","ONEVIEW-859: Verify dashboard cards are visible after Save and patient selection @regression","chromium","Mon May 18 11:52:08 IST 2026","passed","Mon May 18 11:52:29 IST 2026","Phase-2 > Preferred Layout UI > Regression - Preferred Layout UI","regressionPhase-2\PreferredLayout.spec.js","",""
"","42019","ONEVIEW-783: Verify Add Cards panel responsiveness across supported screen sizes @regression","chromium","Mon May 18 11:45:07 IST 2026","passed","Mon May 18 11:45:49 IST 2026","Phase-2 > Add Cards > Add Cards - Regression @regression","regressionPhase-2\AddCards.spec.js","",""
"","19703","ONEVIEW-724: Verify empty column visual state in Edit Mode @regression","chromium","Mon May 18 11:48:08 IST 2026","passed","Mon May 18 11:48:28 IST 2026","Phase-2 > Edit Layout > Edit Layout - Regression @regression","regressionPhase-2\EditLayout.spec.js","",""
"","15925","ONEVIEW-732: Verify cards in Add Cards drawer display in alphabetical order @regression","chromium","Mon May 18 11:48:44 IST 2026","passed","Mon May 18 11:49:00 IST 2026","Phase-2 > Edit Layout > Edit Layout - Regression @regression","regressionPhase-2\EditLayout.spec.js","",""
"","16799","ONEVIEW-819: Verify close (×) icon on Save confirmation popup dismisses without saving @regression","chromium","Mon May 18 11:49:59 IST 2026","passed","Mon May 18 11:50:16 IST 2026","Phase-2 > Preferred Layout UI > Regression - Preferred Layout UI","regressionPhase-2\PreferredLayout.spec.js","",""
"","17456","ONEVIEW-754: Verify button state toggle on Remove action @regression","chromium","Mon May 18 11:46:08 IST 2026","passed","Mon May 18 11:46:25 IST 2026","Phase-2 > Drawer Component > Drawer Component - Regression @regression","regressionPhase-2\DrawerComponent.spec.js","",""
"","16944","ONEVIEW-727: Verify Profile dropdown menu structure and options @regression","chromium","Mon May 18 11:48:10 IST 2026","passed","Mon May 18 11:48:27 IST 2026","Phase-2 > Edit Layout > Edit Layout - Regression @regression","regressionPhase-2\EditLayout.spec.js","",""
"","16071","ONEVIEW-818: Verify Cancel on Save confirmation retains unsaved changes @regression","chromium","Mon May 18 11:49:59 IST 2026","passed","Mon May 18 11:50:15 IST 2026","Phase-2 > Preferred Layout UI > Regression - Preferred Layout UI","regressionPhase-2\PreferredLayout.spec.js","",""
"","18437","ONEVIEW-849: Verify drawer closes via the X icon @smoke","smoke","Mon May 18 11:42:56 IST 2026","passed","Mon May 18 11:43:14 IST 2026","Phase-2 > Drawer Component > Smoke - Drawer Component","smokePhase-2\DrawerComponent.spec.js","",""
"","22445","ONEVIEW-782: Verify Add Cards panel typography and color consistency @regression","chromium","Mon May 18 11:45:07 IST 2026","passed","Mon May 18 11:45:29 IST 2026","Phase-2 > Add Cards > Add Cards - Regression @regression","regressionPhase-2\AddCards.spec.js","",""
"","14831","ONEVIEW-761: Verify card icons and visual identity in drawer @regression","chromium","Mon May 18 11:46:42 IST 2026","passed","Mon May 18 11:46:57 IST 2026","Phase-2 > Drawer Component > Drawer Component - Regression @regression","regressionPhase-2\DrawerComponent.spec.js","",""
"","16008","ONEVIEW-762: Verify drawer open and close animations @regression","chromium","Mon May 18 11:46:43 IST 2026","passed","Mon May 18 11:46:59 IST 2026","Phase-2 > Drawer Component > Drawer Component - Regression @regression","regressionPhase-2\DrawerComponent.spec.js","",""
"","13774","ONEVIEW-715: Verify layout option selection visual indicator @regression","chromium","Mon May 18 11:47:25 IST 2026","passed","Mon May 18 11:47:38 IST 2026","Phase-2 > Edit Layout > Edit Layout - Regression @regression","regressionPhase-2\EditLayout.spec.js","",""
"","19483","ONEVIEW-847: Verify Add Cards drawer opens when Add Cards is clicked @smoke","smoke","Mon May 18 11:42:14 IST 2026","passed","Mon May 18 11:42:34 IST 2026","Phase-2 > Drawer Component > Smoke - Drawer Component","smokePhase-2\DrawerComponent.spec.js","",""
"","25273","ONEVIEW-829: Verify Restore Layout dropdown toggles based on active layout @regression","chromium","Mon May 18 11:51:12 IST 2026","passed","Mon May 18 11:51:38 IST 2026","Phase-2 > Preferred Layout UI > Regression - Preferred Layout UI","regressionPhase-2\PreferredLayout.spec.js","",""
"","17566","ONEVIEW-771: Verify Add button default state styling @regression","chromium","Mon May 18 11:44:09 IST 2026","passed","Mon May 18 11:44:26 IST 2026","Phase-2 > Add Cards > Add Cards - Regression @regression","regressionPhase-2\AddCards.spec.js","",""
"","21460","ONEVIEW-848: Verify drawer displays card list with Add and Remove buttons @smoke","smoke","Mon May 18 11:42:34 IST 2026","passed","Mon May 18 11:42:56 IST 2026","Phase-2 > Drawer Component > Smoke - Drawer Component","smokePhase-2\DrawerComponent.spec.js","",""
"","27269","ONEVIEW-791: Verify layout reflows correctly after card removal @regression","chromium","Mon May 18 11:52:42 IST 2026","passed","Mon May 18 11:53:09 IST 2026","Phase-2 > Remove Cards > Remove Cards - Regression @regression","regressionPhase-2\RemoveCards.spec.js","",""
