"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30957","ONEVIEW-832: Verify only one Preferred Layout exists per user @regression","chromium","Fri May 01 14:48:50 IST 2026","passed","Fri May 01 14:49:21 IST 2026","Phase-2 > Preferred Layout UI > Regression - Preferred Layout UI","regressionPhase-2\PreferredLayout.spec.js","",""
"","20150","ONEVIEW-825: Verify Restore Preferred Layout confirmation popup content @regression","chromium","Fri May 01 14:48:02 IST 2026","passed","Fri May 01 14:48:22 IST 2026","Phase-2 > Preferred Layout UI > Regression - Preferred Layout UI","regressionPhase-2\PreferredLayout.spec.js","",""
"","16886","ONEVIEW-736: Verify Update Preferred Layout confirmation popup with warning note @regression","chromium","Fri May 01 14:46:00 IST 2026","passed","Fri May 01 14:46:17 IST 2026","Phase-2 > Edit Layout > Edit Layout - Regression @regression","regressionPhase-2\EditLayout.spec.js","",""
"","32610","ONEVIEW-764: Verify drawer responsiveness across supported screen sizes @regression","chromium","Fri May 01 14:43:35 IST 2026","passed","Fri May 01 14:44:08 IST 2026","Phase-2 > Drawer Component > Drawer Component - Regression @regression","regressionPhase-2\DrawerComponent.spec.js","",""
"","34166","ONEVIEW-783: Verify Add Cards panel responsiveness across supported screen sizes @regression","chromium","Fri May 01 14:41:06 IST 2026","passed","Fri May 01 14:41:41 IST 2026","Phase-2 > Add Cards > Add Cards - Regression @regression","regressionPhase-2\AddCards.spec.js","",""
"","15351","ONEVIEW-725: Verify scrollbar behavior in Edit Mode @regression","chromium","Fri May 01 14:45:16 IST 2026","passed","Fri May 01 14:45:31 IST 2026","Phase-2 > Edit Layout > Edit Layout - Regression @regression","regressionPhase-2\EditLayout.spec.js","",""
"","30932","ONEVIEW-744: Verify Add Cards button visibility in Edit Mode @regression","chromium","Fri May 01 14:41:51 IST 2026","passed","Fri May 01 14:42:22 IST 2026","Phase-2 > Drawer Component > Drawer Component - Regression @regression","regressionPhase-2\DrawerComponent.spec.js","",""
"","13918","ONEVIEW-743: Verify empty state before patient search in view mode @regression","chromium","Fri May 01 14:46:28 IST 2026","passed","Fri May 01 14:46:42 IST 2026","Phase-2 > Edit Layout > Edit Layout - Regression @regression","regressionPhase-2\EditLayout.spec.js","",""
"","14414","ONEVIEW-812: Verify Cancel on Save confirmation does not save layout @smoke","smoke","Fri May 01 14:38:58 IST 2026","passed","Fri May 01 14:39:12 IST 2026","Phase-2 > Preferred Layout UI > Smoke - Preferred Layout UI","smokePhase-2\PreferredLayout.spec.js","",""
"","19817","ONEVIEW-752: Verify Remove button styling for cards already added @regression","chromium","Fri May 01 14:42:40 IST 2026","passed","Fri May 01 14:42:59 IST 2026","Phase-2 > Drawer Component > Drawer Component - Regression @regression","regressionPhase-2\DrawerComponent.spec.js","",""
"","19486","ONEVIEW-801: Verify drag handle is removed when card is removed @regression","chromium","Fri May 01 14:50:53 IST 2026","passed","Fri May 01 14:51:12 IST 2026","Phase-2 > Remove Cards > Remove Cards - Regression @regression","regressionPhase-2\RemoveCards.spec.js","",""
"","14974","ONEVIEW-780: Verify visual state of added card matches existing dashboard cards @regression","chromium","Fri May 01 14:40:52 IST 2026","passed","Fri May 01 14:41:07 IST 2026","Phase-2 > Add Cards > Add Cards - Regression @regression","regressionPhase-2\AddCards.spec.js","",""
"","23203","ONEVIEW-858: Verify cards selected in Edit Mode appear on real dashboard after Save @regression","chromium","Fri May 01 14:49:17 IST 2026","passed","Fri May 01 14:49:40 IST 2026","Phase-2 > Preferred Layout UI > Regression - Preferred Layout UI","regressionPhase-2\PreferredLayout.spec.js","",""
"","14745","ONEVIEW-853: Verify Remove button removes a card from the dashboard layout @smoke","smoke","Fri May 01 14:39:18 IST 2026","passed","Fri May 01 14:39:32 IST 2026","Phase-2 > Remove Cards > Smoke - Remove Cards","smokePhase-2\RemoveCards.spec.js","",""
"","13735","ONEVIEW-708: Verify Edit Layout option styling and label in Profile menu @regression","chromium","Fri May 01 14:44:12 IST 2026","passed","Fri May 01 14:44:26 IST 2026","Phase-2 > Edit Layout > Edit Layout - Regression @regression","regressionPhase-2\EditLayout.spec.js","",""
"","19625","ONEVIEW-794: Verify fixed cards do not appear in Remove list @regression","chromium","Fri May 01 14:50:30 IST 2026","passed","Fri May 01 14:50:50 IST 2026","Phase-2 > Remove Cards > Remove Cards - Regression @regression","regressionPhase-2\RemoveCards.spec.js","",""
"","20435","ONEVIEW-789: Verify card is removed from dashboard layout on Remove click @regression","chromium","Fri May 01 14:49:51 IST 2026","passed","Fri May 01 14:50:11 IST 2026","Phase-2 > Remove Cards > Remove Cards - Regression @regression","regressionPhase-2\RemoveCards.spec.js","",""
"","12338","ONEVIEW-806: Verify Save confirmation prompt appears on Save click @smoke","smoke","Fri May 01 14:37:32 IST 2026","passed","Fri May 01 14:37:44 IST 2026","Phase-2 > Preferred Layout UI > Smoke - Preferred Layout UI","smokePhase-2\PreferredLayout.spec.js","",""
"","17447","ONEVIEW-777: Verify immediate visual feedback on Add action @regression","chromium","Fri May 01 14:40:47 IST 2026","passed","Fri May 01 14:41:04 IST 2026","Phase-2 > Add Cards > Add Cards - Regression @regression","regressionPhase-2\AddCards.spec.js","",""
"","31726","ONEVIEW-817: Verify existing Preferred Layout is overwritten on Save @regression","chromium","Fri May 01 14:47:14 IST 2026","passed","Fri May 01 14:47:46 IST 2026","Phase-2 > Preferred Layout UI > Regression - Preferred Layout UI","regressionPhase-2\PreferredLayout.spec.js","",""
"","18135","ONEVIEW-772: Verify card appears in dashboard layout on Add click @regression","chromium","Fri May 01 14:40:14 IST 2026","passed","Fri May 01 14:40:32 IST 2026","Phase-2 > Add Cards > Add Cards - Regression @regression","regressionPhase-2\AddCards.spec.js","",""
"","13556","ONEVIEW-728: Verify 5 layout toggle icons in Edit Dashboard header @regression","chromium","Fri May 01 14:45:30 IST 2026","passed","Fri May 01 14:45:44 IST 2026","Phase-2 > Edit Layout > Edit Layout - Regression @regression","regressionPhase-2\EditLayout.spec.js","",""
"","22912","ONEVIEW-859: Verify dashboard cards are visible after Save and patient selection @regression","chromium","Fri May 01 14:49:21 IST 2026","passed","Fri May 01 14:49:44 IST 2026","Phase-2 > Preferred Layout UI > Regression - Preferred Layout UI","regressionPhase-2\PreferredLayout.spec.js","",""
"","17020","ONEVIEW-761: Verify card icons and visual identity in drawer @regression","chromium","Fri May 01 14:43:18 IST 2026","passed","Fri May 01 14:43:35 IST 2026","Phase-2 > Drawer Component > Drawer Component - Regression @regression","regressionPhase-2\DrawerComponent.spec.js","",""
"","24709","ONEVIEW-823: Verify Default Layout is applied on Restore Default confirmation @regression","chromium","Fri May 01 14:47:43 IST 2026","passed","Fri May 01 14:48:07 IST 2026","Phase-2 > Preferred Layout UI > Regression - Preferred Layout UI","regressionPhase-2\PreferredLayout.spec.js","",""
"","16606","ONEVIEW-723: Verify card spacing and alignment in different layouts @regression","chromium","Fri May 01 14:45:13 IST 2026","passed","Fri May 01 14:45:30 IST 2026","Phase-2 > Edit Layout > Edit Layout - Regression @regression","regressionPhase-2\EditLayout.spec.js","",""
"","22867","ONEVIEW-834: Verify fixed cards remain unaffected during Save and Restore operations @regression","chromium","Fri May 01 14:48:51 IST 2026","passed","Fri May 01 14:49:14 IST 2026","Phase-2 > Preferred Layout UI > Regression - Preferred Layout UI","regressionPhase-2\PreferredLayout.spec.js","",""
"","19581","ONEVIEW-818: Verify Cancel on Save confirmation retains unsaved changes @regression","chromium","Fri May 01 14:47:18 IST 2026","passed","Fri May 01 14:47:37 IST 2026","Phase-2 > Preferred Layout UI > Regression - Preferred Layout UI","regressionPhase-2\PreferredLayout.spec.js","",""
"","13470","ONEVIEW-857: Verify 70/30 two-column layout selection and column structure @regression","chromium","Fri May 01 14:46:35 IST 2026","passed","Fri May 01 14:46:48 IST 2026","Phase-2 > Edit Layout > Edit Layout - Regression @regression","regressionPhase-2\EditLayout.spec.js","",""
"","22928","ONEVIEW-824: Verify Cancel on Restore Default confirmation retains current layout @regression","chromium","Fri May 01 14:47:46 IST 2026","passed","Fri May 01 14:48:09 IST 2026","Phase-2 > Preferred Layout UI > Regression - Preferred Layout UI","regressionPhase-2\PreferredLayout.spec.js","",""
"","14915","ONEVIEW-804: Verify removing a card does not affect other users @regression","chromium","Fri May 01 14:51:12 IST 2026","passed","Fri May 01 14:51:27 IST 2026","Phase-2 > Remove Cards > Remove Cards - Regression @regression","regressionPhase-2\RemoveCards.spec.js","",""
"","13981","ONEVIEW-711: Verify visual distinction between view mode and Edit Mode @regression","chromium","Fri May 01 14:44:12 IST 2026","passed","Fri May 01 14:44:26 IST 2026","Phase-2 > Edit Layout > Edit Layout - Regression @regression","regressionPhase-2\EditLayout.spec.js","",""
"","21002","ONEVIEW-757: Verify drawer close via close (×) icon @regression","chromium","Fri May 01 14:43:01 IST 2026","passed","Fri May 01 14:43:22 IST 2026","Phase-2 > Drawer Component > Drawer Component - Regression @regression","regressionPhase-2\DrawerComponent.spec.js","",""
"","27395","ONEVIEW-710: Verify Edit Mode banner styling and placement @regression","chromium","Fri May 01 14:44:12 IST 2026","passed","Fri May 01 14:44:39 IST 2026","Phase-2 > Edit Layout > Edit Layout - Regression @regression","regressionPhase-2\EditLayout.spec.js","",""
"","17006","ONEVIEW-750: Verify cards are displayed in alphabetical order @regression","chromium","Fri May 01 14:42:23 IST 2026","passed","Fri May 01 14:42:40 IST 2026","Phase-2 > Drawer Component > Drawer Component - Regression @regression","regressionPhase-2\DrawerComponent.spec.js","",""
"","12134","ONEVIEW-709: Verify Edit Layout button cursor and focus states @regression","chromium","Fri May 01 14:44:12 IST 2026","passed","Fri May 01 14:44:24 IST 2026","Phase-2 > Edit Layout > Edit Layout - Regression @regression","regressionPhase-2\EditLayout.spec.js","",""
"","16421","ONEVIEW-759: Verify drawer is not accessible outside Edit Mode @regression","chromium","Fri May 01 14:43:01 IST 2026","passed","Fri May 01 14:43:17 IST 2026","Phase-2 > Drawer Component > Drawer Component - Regression @regression","regressionPhase-2\DrawerComponent.spec.js","",""
"","20601","ONEVIEW-787: Verify Remove button styling @regression","chromium","Fri May 01 14:49:51 IST 2026","passed","Fri May 01 14:50:11 IST 2026","Phase-2 > Remove Cards > Remove Cards - Regression @regression","regressionPhase-2\RemoveCards.spec.js","",""
"","19491","ONEVIEW-776: Verify multiple cards can be added without restriction @regression","chromium","Fri May 01 14:40:32 IST 2026","passed","Fri May 01 14:40:52 IST 2026","Phase-2 > Add Cards > Add Cards - Regression @regression","regressionPhase-2\AddCards.spec.js","",""
"","19190","ONEVIEW-819: Verify close (×) icon on Save confirmation popup dismisses without saving @regression","chromium","Fri May 01 14:47:18 IST 2026","passed","Fri May 01 14:47:37 IST 2026","Phase-2 > Preferred Layout UI > Regression - Preferred Layout UI","regressionPhase-2\PreferredLayout.spec.js","",""
"","18338","ONEVIEW-756: Verify drawer is scrollable when content exceeds viewport @regression","chromium","Fri May 01 14:43:00 IST 2026","passed","Fri May 01 14:43:18 IST 2026","Phase-2 > Drawer Component > Drawer Component - Regression @regression","regressionPhase-2\DrawerComponent.spec.js","",""
"","17122","ONEVIEW-717: Verify Add/Remove button visual state toggle @regression","chromium","Fri May 01 14:44:43 IST 2026","passed","Fri May 01 14:45:00 IST 2026","Phase-2 > Edit Layout > Edit Layout - Regression @regression","regressionPhase-2\EditLayout.spec.js","",""
"","13478","ONEVIEW-727: Verify Profile dropdown menu structure and options @regression","chromium","Fri May 01 14:45:30 IST 2026","passed","Fri May 01 14:45:44 IST 2026","Phase-2 > Edit Layout > Edit Layout - Regression @regression","regressionPhase-2\EditLayout.spec.js","",""
"","15782","ONEVIEW-739: Verify Restore Layout dropdown chevron and position @regression","chromium","Fri May 01 14:46:12 IST 2026","passed","Fri May 01 14:46:28 IST 2026","Phase-2 > Edit Layout > Edit Layout - Regression @regression","regressionPhase-2\EditLayout.spec.js","",""
"","19959","ONEVIEW-831: Verify Preferred Layout persists across browser refresh @regression","chromium","Fri May 01 14:48:31 IST 2026","passed","Fri May 01 14:48:51 IST 2026","Phase-2 > Preferred Layout UI > Regression - Preferred Layout UI","regressionPhase-2\PreferredLayout.spec.js","",""
"","16294","ONEVIEW-719: Verify confirmation popup visual design @regression","chromium","Fri May 01 14:44:57 IST 2026","passed","Fri May 01 14:45:13 IST 2026","Phase-2 > Edit Layout > Edit Layout - Regression @regression","regressionPhase-2\EditLayout.spec.js","",""
"","23573","ONEVIEW-815: Verify Update Preferred Layout confirmation popup content @regression","chromium","Fri May 01 14:46:54 IST 2026","passed","Fri May 01 14:47:17 IST 2026","Phase-2 > Preferred Layout UI > Regression - Preferred Layout UI","regressionPhase-2\PreferredLayout.spec.js","",""
"","20575","ONEVIEW-797: Verify immediate visual feedback on Remove action @regression","chromium","Fri May 01 14:50:32 IST 2026","passed","Fri May 01 14:50:53 IST 2026","Phase-2 > Remove Cards > Remove Cards - Regression @regression","regressionPhase-2\RemoveCards.spec.js","",""
